user_id,installed_at,created_at,updated_at,channel,campaign
u009846,2023-04-28 08:00:00,2023-04-28 08:20:00,2023-04-28 08:20:00,instagram,holiday_special
u009847,2023-04-28 18:26:00,2023-04-28 18:48:00,2023-04-28 18:48:00,instagram,holiday_special
u009848,2023-04-28 02:37:00,2023-04-28 03:21:00,2023-04-28 03:21:00,instagram,brand_awareness
u009849,2023-04-28 04:35:00,2023-04-28 04:55:00,2023-04-28 04:55:00,instagram,retargeting
u009850,2023-04-28 23:58:00,2023-04-29 00:13:00,2023-04-29 00:13:00,instagram,retargeting
u009851,2023-04-28 18:22:00,2023-04-28 18:59:00,2023-04-28 18:59:00,instagram,retargeting
u009852,2023-04-28 04:23:00,2023-04-28 04:29:00,2023-04-28 04:29:00,instagram,retargeting
u009853,2023-04-28 17:19:00,2023-04-28 18:04:00,2023-04-28 18:04:00,instagram,retargeting
u009854,2023-04-28 16:14:00,2023-04-28 16:48:00,2023-04-28 16:48:00,twitter,new_user_promo
u009855,2023-04-28 10:42:00,2023-04-28 10:48:00,2023-04-28 10:48:00,twitter,summer_sale
u009856,2023-04-28 20:37:00,2023-04-28 20:51:00,2023-04-28 20:51:00,twitter,summer_sale
u009857,2023-04-28 11:53:00,2023-04-28 12:38:00,2023-04-28 12:38:00,twitter,summer_sale
u009858,2023-04-28 23:57:00,2023-04-29 00:38:00,2023-04-29 00:38:00,twitter,holiday_special
u009859,2023-04-28 18:54:00,2023-04-28 19:46:00,2023-04-28 19:46:00,twitter,brand_awareness
u009860,2023-04-28 07:38:00,2023-04-28 08:07:00,2023-04-28 08:07:00,twitter,retargeting
u009861,2023-04-28 09:11:00,2023-04-28 09:47:00,2023-04-28 09:47:00,twitter,retargeting
u009862,2023-04-28 01:48:00,2023-04-28 02:17:00,2023-04-28 02:17:00,twitter,retargeting
u009863,2023-04-28 21:07:00,2023-04-28 21:35:00,2023-04-28 21:35:00,affiliate,new_user_promo
u009864,2023-04-28 16:58:00,2023-04-28 17:35:00,2023-04-28 17:35:00,affiliate,new_user_promo
u009865,2023-04-28 14:53:00,2023-04-28 14:57:00,2023-04-28 14:57:00,affiliate,summer_sale
u009866,2023-04-28 05:50:00,2023-04-28 05:51:00,2023-04-28 05:51:00,affiliate,summer_sale
u009867,2023-04-28 19:06:00,2023-04-28 19:34:00,2023-04-28 19:34:00,affiliate,holiday_special
u009868,2023-04-28 19:04:00,2023-04-28 19:45:00,2023-04-28 19:45:00,affiliate,holiday_special
u009869,2023-04-28 01:57:00,2023-04-28 02:54:00,2023-04-28 02:54:00,affiliate,brand_awareness
u009870,2023-04-28 11:51:00,2023-04-28 12:21:00,2023-04-28 12:21:00,affiliate,retargeting
u009871,2023-04-28 05:02:00,2023-04-28 05:06:00,2023-04-28 05:06:00,affiliate,retargeting
u009872,2023-04-28 23:16:00,2023-04-28 23:38:00,2023-04-28 23:38:00,affiliate,retargeting
u009873,2023-04-29 02:13:00,2023-04-29 02:59:00,2023-04-29 02:59:00,google_ads,new_user_promo
u009874,2023-04-29 09:25:00,2023-04-29 10:01:00,2023-04-29 10:01:00,google_ads,new_user_promo
u009875,2023-04-29 08:36:00,2023-04-29 09:36:00,2023-04-29 09:36:00,google_ads,new_user_promo
u009876,2023-04-29 00:56:00,2023-04-29 01:41:00,2023-04-29 01:41:00,google_ads,new_user_promo
u009877,2023-04-29 20:24:00,2023-04-29 20:55:00,2023-04-29 20:55:00,google_ads,new_user_promo
u009878,2023-04-29 14:42:00,2023-04-29 15:27:00,2023-04-29 15:27:00,google_ads,new_user_promo
u009879,2023-04-29 04:33:00,2023-04-29 04:58:00,2023-04-29 04:58:00,google_ads,new_user_promo
u009880,2023-04-29 07:20:00,2023-04-29 08:02:00,2023-04-29 08:02:00,google_ads,new_user_promo
u009881,2023-04-29 15:25:00,2023-04-29 15:44:00,2023-04-29 15:44:00,google_ads,new_user_promo
u009882,2023-04-29 18:22:00,2023-04-29 19:06:00,2023-04-29 19:06:00,google_ads,new_user_promo
u009883,2023-04-29 23:01:00,2023-04-29 23:20:00,2023-04-29 23:20:00,google_ads,summer_sale
u009884,2023-04-29 11:16:00,2023-04-29 11:30:00,2023-04-29 11:30:00,google_ads,summer_sale
u009885,2023-04-29 19:27:00,2023-04-29 20:18:00,2023-04-29 20:18:00,google_ads,summer_sale
u009886,2023-04-29 17:20:00,2023-04-29 18:20:00,2023-04-29 18:20:00,google_ads,holiday_special
u009887,2023-04-29 13:53:00,2023-04-29 14:02:00,2023-04-29 14:02:00,google_ads,holiday_special
u009888,2023-04-29 18:25:00,2023-04-29 19:08:00,2023-04-29 19:08:00,google_ads,holiday_special
u009889,2023-04-29 20:01:00,2023-04-29 20:21:00,2023-04-29 20:21:00,google_ads,holiday_special
u009890,2023-04-29 00:13:00,2023-04-29 00:52:00,2023-04-29 00:52:00,google_ads,brand_awareness
u009891,2023-04-29 01:48:00,2023-04-29 02:33:00,2023-04-29 02:33:00,google_ads,brand_awareness
u009892,2023-04-29 12:13:00,2023-04-29 12:50:00,2023-04-29 12:50:00,google_ads,brand_awareness
u009893,2023-04-29 04:05:00,2023-04-29 04:54:00,2023-04-29 04:54:00,google_ads,retargeting
u009894,2023-04-29 02:25:00,2023-04-29 03:04:00,2023-04-29 03:04:00,google_ads,retargeting
u009895,2023-04-29 02:10:00,2023-04-29 02:43:00,2023-04-29 02:43:00,google_ads,retargeting
u009896,2023-04-29 14:07:00,2023-04-29 14:53:00,2023-04-29 14:53:00,google_ads,retargeting
u009897,2023-04-29 05:30:00,2023-04-29 06:16:00,2023-04-29 06:16:00,google_ads,retargeting
u009898,2023-04-29 06:38:00,2023-04-29 06:53:00,2023-04-29 06:53:00,google_ads,retargeting
u009899,2023-04-29 20:31:00,2023-04-29 21:20:00,2023-04-29 21:20:00,google_ads,retargeting
u009900,2023-04-29 06:07:00,2023-04-29 07:00:00,2023-04-29 07:00:00,google_ads,retargeting
u009901,2023-04-29 06:11:00,2023-04-29 06:12:00,2023-04-29 06:12:00,google_ads,retargeting
u009902,2023-04-29 22:09:00,2023-04-29 23:08:00,2023-04-29 23:08:00,google_ads,retargeting
u009903,2023-04-29 16:53:00,2023-04-29 17:39:00,2023-04-29 17:39:00,google_ads,retargeting
u009904,2023-04-29 04:04:00,2023-04-29 04:25:00,2023-04-29 04:25:00,facebook,new_user_promo
u009905,2023-04-29 03:02:00,2023-04-29 03:08:00,2023-04-29 03:08:00,facebook,new_user_promo
u009906,2023-04-29 13:46:00,2023-04-29 14:22:00,2023-04-29 14:22:00,facebook,new_user_promo
u009907,2023-04-29 23:55:00,2023-04-30 00:55:00,2023-04-30 00:55:00,facebook,new_user_promo
u009908,2023-04-29 23:23:00,2023-04-29 23:47:00,2023-04-29 23:47:00,facebook,summer_sale
u009909,2023-04-29 13:54:00,2023-04-29 14:18:00,2023-04-29 14:18:00,facebook,summer_sale
u009910,2023-04-29 23:46:00,2023-04-30 00:16:00,2023-04-30 00:16:00,facebook,summer_sale
u009911,2023-04-29 04:43:00,2023-04-29 05:37:00,2023-04-29 05:37:00,facebook,summer_sale
u009912,2023-04-29 11:43:00,2023-04-29 11:54:00,2023-04-29 11:54:00,facebook,holiday_special
u009913,2023-04-29 03:16:00,2023-04-29 03:35:00,2023-04-29 03:35:00,facebook,holiday_special
u009914,2023-04-29 12:07:00,2023-04-29 12:18:00,2023-04-29 12:18:00,facebook,holiday_special
u009915,2023-04-29 14:41:00,2023-04-29 15:37:00,2023-04-29 15:37:00,facebook,holiday_special
u009916,2023-04-29 08:36:00,2023-04-29 09:07:00,2023-04-29 09:07:00,facebook,brand_awareness
u009917,2023-04-29 03:05:00,2023-04-29 03:16:00,2023-04-29 03:16:00,facebook,brand_awareness
u009918,2023-04-29 08:53:00,2023-04-29 09:18:00,2023-04-29 09:18:00,facebook,retargeting
u009919,2023-04-29 06:50:00,2023-04-29 07:04:00,2023-04-29 07:04:00,facebook,retargeting
u009920,2023-04-29 11:59:00,2023-04-29 12:40:00,2023-04-29 12:40:00,facebook,retargeting
u009921,2023-04-29 21:36:00,2023-04-29 21:41:00,2023-04-29 21:41:00,facebook,retargeting
u009922,2023-04-29 11:35:00,2023-04-29 12:03:00,2023-04-29 12:03:00,facebook,retargeting
u009923,2023-04-29 03:12:00,2023-04-29 03:45:00,2023-04-29 03:45:00,facebook,retargeting
u009924,2023-04-29 08:47:00,2023-04-29 08:48:00,2023-04-29 08:48:00,facebook,retargeting
u009925,2023-04-29 20:41:00,2023-04-29 20:44:00,2023-04-29 20:44:00,facebook,retargeting
u009926,2023-04-29 19:00:00,2023-04-29 19:03:00,2023-04-29 19:03:00,instagram,new_user_promo
u009927,2023-04-29 23:18:00,2023-04-29 23:41:00,2023-04-29 23:41:00,instagram,new_user_promo
u009928,2023-04-29 03:15:00,2023-04-29 03:25:00,2023-04-29 03:25:00,instagram,new_user_promo
u009929,2023-04-29 00:03:00,2023-04-29 00:36:00,2023-04-29 00:36:00,instagram,summer_sale
u009930,2023-04-29 00:25:00,2023-04-29 00:25:00,2023-04-29 00:25:00,instagram,summer_sale
u009931,2023-04-29 11:09:00,2023-04-29 11:33:00,2023-04-29 11:33:00,instagram,holiday_special
u009932,2023-04-29 10:27:00,2023-04-29 10:28:00,2023-04-29 10:28:00,instagram,holiday_special
u009933,2023-04-29 19:23:00,2023-04-29 19:59:00,2023-04-29 19:59:00,instagram,brand_awareness
u009934,2023-04-29 12:47:00,2023-04-29 13:41:00,2023-04-29 13:41:00,instagram,retargeting
u009935,2023-04-29 02:22:00,2023-04-29 02:33:00,2023-04-29 02:33:00,instagram,retargeting
u009936,2023-04-29 06:26:00,2023-04-29 07:06:00,2023-04-29 07:06:00,instagram,retargeting
u009937,2023-04-29 21:11:00,2023-04-29 21:42:00,2023-04-29 21:42:00,instagram,retargeting
u009938,2023-04-29 06:12:00,2023-04-29 06:46:00,2023-04-29 06:46:00,twitter,new_user_promo
u009939,2023-04-29 07:27:00,2023-04-29 07:49:00,2023-04-29 07:49:00,twitter,new_user_promo
u009940,2023-04-29 03:18:00,2023-04-29 04:13:00,2023-04-29 04:13:00,twitter,summer_sale
u009941,2023-04-29 23:19:00,2023-04-30 00:17:00,2023-04-30 00:17:00,twitter,summer_sale
u009942,2023-04-29 05:16:00,2023-04-29 05:54:00,2023-04-29 05:54:00,twitter,summer_sale
u009943,2023-04-29 12:46:00,2023-04-29 13:22:00,2023-04-29 13:22:00,twitter,holiday_special
u009944,2023-04-29 06:02:00,2023-04-29 06:59:00,2023-04-29 06:59:00,twitter,holiday_special
u009945,2023-04-29 15:02:00,2023-04-29 15:47:00,2023-04-29 15:47:00,twitter,brand_awareness
u009946,2023-04-29 06:03:00,2023-04-29 06:35:00,2023-04-29 06:35:00,twitter,retargeting
u009947,2023-04-29 05:04:00,2023-04-29 05:56:00,2023-04-29 05:56:00,twitter,retargeting
u009948,2023-04-29 15:11:00,2023-04-29 15:12:00,2023-04-29 15:12:00,affiliate,new_user_promo
u009949,2023-04-29 21:14:00,2023-04-29 21:16:00,2023-04-29 21:16:00,affiliate,summer_sale
u009950,2023-04-29 18:20:00,2023-04-29 19:16:00,2023-04-29 19:16:00,affiliate,summer_sale
u009951,2023-04-29 04:06:00,2023-04-29 04:57:00,2023-04-29 04:57:00,affiliate,holiday_special
u009952,2023-04-29 10:38:00,2023-04-29 11:37:00,2023-04-29 11:37:00,affiliate,brand_awareness
u009953,2023-04-29 09:56:00,2023-04-29 10:02:00,2023-04-29 10:02:00,affiliate,retargeting
u009954,2023-04-29 11:54:00,2023-04-29 12:37:00,2023-04-29 12:37:00,affiliate,retargeting
u009955,2023-04-29 06:09:00,2023-04-29 06:46:00,2023-04-29 06:46:00,affiliate,retargeting
u009956,2023-04-30 17:41:00,2023-04-30 17:51:00,2023-04-30 17:51:00,google_ads,new_user_promo
u009957,2023-04-30 03:24:00,2023-04-30 03:55:00,2023-04-30 03:55:00,google_ads,new_user_promo
u009958,2023-04-30 06:35:00,2023-04-30 07:13:00,2023-04-30 07:13:00,google_ads,new_user_promo
u009959,2023-04-30 05:17:00,2023-04-30 05:56:00,2023-04-30 05:56:00,google_ads,new_user_promo
u009960,2023-04-30 11:30:00,2023-04-30 12:30:00,2023-04-30 12:30:00,google_ads,new_user_promo
u009961,2023-04-30 15:31:00,2023-04-30 16:30:00,2023-04-30 16:30:00,google_ads,summer_sale
u009962,2023-04-30 22:28:00,2023-04-30 23:03:00,2023-04-30 23:03:00,google_ads,summer_sale
u009963,2023-04-30 13:16:00,2023-04-30 14:06:00,2023-04-30 14:06:00,google_ads,summer_sale
u009964,2023-04-30 15:17:00,2023-04-30 16:17:00,2023-04-30 16:17:00,google_ads,holiday_special
u009965,2023-04-30 03:58:00,2023-04-30 04:40:00,2023-04-30 04:40:00,google_ads,holiday_special
u009966,2023-04-30 18:55:00,2023-04-30 18:59:00,2023-04-30 18:59:00,google_ads,holiday_special
u009967,2023-04-30 11:32:00,2023-04-30 11:47:00,2023-04-30 11:47:00,google_ads,brand_awareness
u009968,2023-04-30 12:28:00,2023-04-30 12:37:00,2023-04-30 12:37:00,google_ads,brand_awareness
u009969,2023-04-30 08:10:00,2023-04-30 09:02:00,2023-04-30 09:02:00,google_ads,retargeting
u009970,2023-04-30 16:45:00,2023-04-30 16:57:00,2023-04-30 16:57:00,google_ads,retargeting
u009971,2023-04-30 13:47:00,2023-04-30 13:49:00,2023-04-30 13:49:00,google_ads,retargeting
u009972,2023-04-30 12:13:00,2023-04-30 12:16:00,2023-04-30 12:16:00,google_ads,retargeting
u009973,2023-04-30 16:23:00,2023-04-30 17:14:00,2023-04-30 17:14:00,facebook,new_user_promo
u009974,2023-04-30 22:30:00,2023-04-30 23:15:00,2023-04-30 23:15:00,facebook,new_user_promo
u009975,2023-04-30 20:10:00,2023-04-30 20:16:00,2023-04-30 20:16:00,facebook,summer_sale
u009976,2023-04-30 17:44:00,2023-04-30 17:49:00,2023-04-30 17:49:00,facebook,summer_sale
u009977,2023-04-30 22:38:00,2023-04-30 23:19:00,2023-04-30 23:19:00,facebook,summer_sale
u009978,2023-04-30 10:56:00,2023-04-30 11:54:00,2023-04-30 11:54:00,facebook,summer_sale
u009979,2023-04-30 17:59:00,2023-04-30 18:35:00,2023-04-30 18:35:00,facebook,holiday_special
u009980,2023-04-30 19:37:00,2023-04-30 20:21:00,2023-04-30 20:21:00,facebook,holiday_special
u009981,2023-04-30 18:09:00,2023-04-30 18:42:00,2023-04-30 18:42:00,facebook,holiday_special
u009982,2023-04-30 13:27:00,2023-04-30 14:15:00,2023-04-30 14:15:00,facebook,holiday_special
u009983,2023-04-30 18:38:00,2023-04-30 19:19:00,2023-04-30 19:19:00,facebook,brand_awareness
u009984,2023-04-30 06:51:00,2023-04-30 07:09:00,2023-04-30 07:09:00,facebook,retargeting
u009985,2023-04-30 10:56:00,2023-04-30 11:04:00,2023-04-30 11:04:00,facebook,retargeting
u009986,2023-04-30 15:17:00,2023-04-30 16:05:00,2023-04-30 16:05:00,facebook,retargeting
u009987,2023-04-30 06:45:00,2023-04-30 07:03:00,2023-04-30 07:03:00,facebook,retargeting
u009988,2023-04-30 21:22:00,2023-04-30 21:49:00,2023-04-30 21:49:00,facebook,retargeting
u009989,2023-04-30 13:47:00,2023-04-30 14:14:00,2023-04-30 14:14:00,facebook,retargeting
u009990,2023-04-30 12:52:00,2023-04-30 12:57:00,2023-04-30 12:57:00,facebook,retargeting
u009991,2023-04-30 16:44:00,2023-04-30 16:45:00,2023-04-30 16:45:00,instagram,new_user_promo
u009992,2023-04-30 16:46:00,2023-04-30 16:52:00,2023-04-30 16:52:00,instagram,new_user_promo
u009993,2023-04-30 10:58:00,2023-04-30 11:33:00,2023-04-30 11:33:00,instagram,new_user_promo
u009994,2023-04-30 16:31:00,2023-04-30 17:10:00,2023-04-30 17:10:00,instagram,summer_sale
u009995,2023-04-30 13:16:00,2023-04-30 13:35:00,2023-04-30 13:35:00,instagram,summer_sale
u009996,2023-04-30 16:59:00,2023-04-30 17:49:00,2023-04-30 17:49:00,instagram,summer_sale
u009997,2023-04-30 09:48:00,2023-04-30 10:37:00,2023-04-30 10:37:00,instagram,summer_sale
u009998,2023-04-30 23:20:00,2023-05-01 00:04:00,2023-05-01 00:04:00,instagram,holiday_special
u009999,2023-04-30 01:52:00,2023-04-30 02:25:00,2023-04-30 02:25:00,instagram,holiday_special
u010000,2023-04-30 01:25:00,2023-04-30 01:37:00,2023-04-30 01:37:00,instagram,holiday_special
u010001,2023-04-30 03:02:00,2023-04-30 03:21:00,2023-04-30 03:21:00,instagram,brand_awareness
u010002,2023-04-30 20:03:00,2023-04-30 20:50:00,2023-04-30 20:50:00,instagram,retargeting
u010003,2023-04-30 19:29:00,2023-04-30 20:03:00,2023-04-30 20:03:00,instagram,retargeting
u010004,2023-04-30 05:55:00,2023-04-30 06:36:00,2023-04-30 06:36:00,instagram,retargeting
u010005,2023-04-30 10:42:00,2023-04-30 11:29:00,2023-04-30 11:29:00,instagram,retargeting
u010006,2023-04-30 01:38:00,2023-04-30 02:12:00,2023-04-30 02:12:00,twitter,new_user_promo
u010007,2023-04-30 00:57:00,2023-04-30 01:00:00,2023-04-30 01:00:00,twitter,summer_sale
u010008,2023-04-30 10:20:00,2023-04-30 10:44:00,2023-04-30 10:44:00,twitter,summer_sale
u010009,2023-04-30 06:25:00,2023-04-30 06:47:00,2023-04-30 06:47:00,twitter,holiday_special
u010010,2023-04-30 18:21:00,2023-04-30 18:24:00,2023-04-30 18:24:00,twitter,holiday_special
u010011,2023-04-30 23:21:00,2023-05-01 00:16:00,2023-05-01 00:16:00,twitter,brand_awareness
u010012,2023-04-30 14:48:00,2023-04-30 15:35:00,2023-04-30 15:35:00,twitter,retargeting
u010013,2023-04-30 17:21:00,2023-04-30 17:54:00,2023-04-30 17:54:00,twitter,retargeting
u010014,2023-04-30 06:05:00,2023-04-30 06:37:00,2023-04-30 06:37:00,twitter,retargeting
u010015,2023-04-30 12:39:00,2023-04-30 13:22:00,2023-04-30 13:22:00,twitter,retargeting
u010016,2023-04-30 23:51:00,2023-04-30 23:53:00,2023-04-30 23:53:00,affiliate,new_user_promo
u010017,2023-04-30 07:19:00,2023-04-30 07:25:00,2023-04-30 07:25:00,affiliate,summer_sale
u010018,2023-04-30 15:36:00,2023-04-30 16:36:00,2023-04-30 16:36:00,affiliate,holiday_special
u010019,2023-04-30 06:20:00,2023-04-30 07:17:00,2023-04-30 07:17:00,affiliate,brand_awareness
u010020,2023-04-30 07:33:00,2023-04-30 08:18:00,2023-04-30 08:18:00,affiliate,retargeting
u010021,2023-04-30 10:55:00,2023-04-30 10:59:00,2023-04-30 10:59:00,affiliate,retargeting
u010022,2023-04-30 06:56:00,2023-04-30 07:27:00,2023-04-30 07:27:00,affiliate,retargeting
u010023,2023-04-30 07:03:00,2023-04-30 07:39:00,2023-04-30 07:39:00,affiliate,retargeting
u010024,2023-05-01 21:51:00,2023-05-01 22:30:00,2023-05-01 22:30:00,google_ads,new_user_promo
u010025,2023-05-01 00:31:00,2023-05-01 00:33:00,2023-05-01 00:33:00,google_ads,new_user_promo
u010026,2023-05-01 13:01:00,2023-05-01 13:14:00,2023-05-01 13:14:00,google_ads,new_user_promo
u010027,2023-05-01 23:31:00,2023-05-01 23:38:00,2023-05-01 23:38:00,google_ads,new_user_promo
u010028,2023-05-01 09:54:00,2023-05-01 09:54:00,2023-05-01 09:54:00,google_ads,new_user_promo
u010029,2023-05-01 08:12:00,2023-05-01 08:54:00,2023-05-01 08:54:00,google_ads,new_user_promo
u010030,2023-05-01 11:17:00,2023-05-01 11:28:00,2023-05-01 11:28:00,google_ads,summer_sale
u010031,2023-05-01 13:18:00,2023-05-01 14:10:00,2023-05-01 14:10:00,google_ads,summer_sale
u010032,2023-05-01 07:47:00,2023-05-01 08:10:00,2023-05-01 08:10:00,google_ads,summer_sale
u010033,2023-05-01 13:43:00,2023-05-01 13:45:00,2023-05-01 13:45:00,google_ads,summer_sale
u010034,2023-05-01 05:19:00,2023-05-01 05:28:00,2023-05-01 05:28:00,google_ads,summer_sale
u010035,2023-05-01 20:26:00,2023-05-01 20:41:00,2023-05-01 20:41:00,google_ads,holiday_special
u010036,2023-05-01 21:13:00,2023-05-01 21:55:00,2023-05-01 21:55:00,google_ads,holiday_special
u010037,2023-05-01 08:48:00,2023-05-01 09:44:00,2023-05-01 09:44:00,google_ads,holiday_special
u010038,2023-05-01 14:25:00,2023-05-01 15:08:00,2023-05-01 15:08:00,google_ads,holiday_special
u010039,2023-05-01 19:28:00,2023-05-01 20:13:00,2023-05-01 20:13:00,google_ads,brand_awareness
u010040,2023-05-01 21:22:00,2023-05-01 21:41:00,2023-05-01 21:41:00,google_ads,brand_awareness
u010041,2023-05-01 06:59:00,2023-05-01 07:59:00,2023-05-01 07:59:00,google_ads,brand_awareness
u010042,2023-05-01 22:18:00,2023-05-01 23:05:00,2023-05-01 23:05:00,google_ads,retargeting
u010043,2023-05-01 09:18:00,2023-05-01 09:44:00,2023-05-01 09:44:00,google_ads,retargeting
u010044,2023-05-01 23:33:00,2023-05-01 23:33:00,2023-05-01 23:33:00,google_ads,retargeting
u010045,2023-05-01 14:11:00,2023-05-01 15:03:00,2023-05-01 15:03:00,google_ads,retargeting
u010046,2023-05-01 14:07:00,2023-05-01 14:31:00,2023-05-01 14:31:00,google_ads,retargeting
u010047,2023-05-01 09:29:00,2023-05-01 10:22:00,2023-05-01 10:22:00,google_ads,retargeting
u010048,2023-05-01 06:28:00,2023-05-01 07:20:00,2023-05-01 07:20:00,google_ads,retargeting
u010049,2023-05-01 16:39:00,2023-05-01 16:55:00,2023-05-01 16:55:00,google_ads,retargeting
u010050,2023-05-01 20:29:00,2023-05-01 20:29:00,2023-05-01 20:29:00,google_ads,retargeting
u010051,2023-05-01 21:23:00,2023-05-01 22:07:00,2023-05-01 22:07:00,google_ads,retargeting
u010052,2023-05-01 13:29:00,2023-05-01 13:31:00,2023-05-01 13:31:00,google_ads,retargeting
u010053,2023-05-01 23:45:00,2023-05-02 00:34:00,2023-05-02 00:34:00,google_ads,retargeting
u010054,2023-05-01 15:19:00,2023-05-01 15:27:00,2023-05-01 15:27:00,facebook,new_user_promo
u010055,2023-05-01 22:37:00,2023-05-01 23:21:00,2023-05-01 23:21:00,facebook,new_user_promo
u010056,2023-05-01 07:36:00,2023-05-01 07:40:00,2023-05-01 07:40:00,facebook,new_user_promo
u010057,2023-05-01 21:45:00,2023-05-01 21:52:00,2023-05-01 21:52:00,facebook,new_user_promo
u010058,2023-05-01 03:56:00,2023-05-01 04:06:00,2023-05-01 04:06:00,facebook,summer_sale
u010059,2023-05-01 16:40:00,2023-05-01 16:44:00,2023-05-01 16:44:00,facebook,summer_sale
u010060,2023-05-01 06:15:00,2023-05-01 06:49:00,2023-05-01 06:49:00,facebook,summer_sale
u010061,2023-05-01 11:10:00,2023-05-01 11:20:00,2023-05-01 11:20:00,facebook,summer_sale
u010062,2023-05-01 08:45:00,2023-05-01 09:28:00,2023-05-01 09:28:00,facebook,holiday_special
u010063,2023-05-01 23:43:00,2023-05-02 00:08:00,2023-05-02 00:08:00,facebook,holiday_special
u010064,2023-05-01 09:43:00,2023-05-01 10:17:00,2023-05-01 10:17:00,facebook,holiday_special
u010065,2023-05-01 09:46:00,2023-05-01 10:04:00,2023-05-01 10:04:00,facebook,holiday_special
u010066,2023-05-01 19:27:00,2023-05-01 19:43:00,2023-05-01 19:43:00,facebook,holiday_special
u010067,2023-05-01 03:42:00,2023-05-01 04:30:00,2023-05-01 04:30:00,facebook,brand_awareness
u010068,2023-05-01 04:04:00,2023-05-01 04:29:00,2023-05-01 04:29:00,facebook,brand_awareness
u010069,2023-05-01 06:53:00,2023-05-01 07:53:00,2023-05-01 07:53:00,facebook,retargeting
u010070,2023-05-01 02:57:00,2023-05-01 03:32:00,2023-05-01 03:32:00,facebook,retargeting
u010071,2023-05-01 16:59:00,2023-05-01 17:11:00,2023-05-01 17:11:00,facebook,retargeting
u010072,2023-05-01 04:20:00,2023-05-01 04:53:00,2023-05-01 04:53:00,facebook,retargeting
u010073,2023-05-01 01:13:00,2023-05-01 01:43:00,2023-05-01 01:43:00,facebook,retargeting
u010074,2023-05-01 16:20:00,2023-05-01 16:26:00,2023-05-01 16:26:00,facebook,retargeting
u010075,2023-05-01 03:48:00,2023-05-01 04:02:00,2023-05-01 04:02:00,instagram,new_user_promo
u010076,2023-05-01 01:17:00,2023-05-01 02:10:00,2023-05-01 02:10:00,instagram,new_user_promo
u010077,2023-05-01 13:14:00,2023-05-01 13:25:00,2023-05-01 13:25:00,instagram,new_user_promo
u010078,2023-05-01 02:51:00,2023-05-01 03:39:00,2023-05-01 03:39:00,instagram,summer_sale
u010079,2023-05-01 23:40:00,2023-05-02 00:31:00,2023-05-02 00:31:00,instagram,summer_sale
u010080,2023-05-01 02:18:00,2023-05-01 02:33:00,2023-05-01 02:33:00,instagram,summer_sale
u010081,2023-05-01 14:52:00,2023-05-01 15:31:00,2023-05-01 15:31:00,instagram,summer_sale
u010082,2023-05-01 12:39:00,2023-05-01 13:07:00,2023-05-01 13:07:00,instagram,holiday_special
u010083,2023-05-01 04:52:00,2023-05-01 05:20:00,2023-05-01 05:20:00,instagram,holiday_special
u010084,2023-05-01 20:22:00,2023-05-01 21:11:00,2023-05-01 21:11:00,instagram,holiday_special
u010085,2023-05-01 01:24:00,2023-05-01 02:06:00,2023-05-01 02:06:00,instagram,brand_awareness
u010086,2023-05-01 17:11:00,2023-05-01 18:00:00,2023-05-01 18:00:00,instagram,brand_awareness
u010087,2023-05-01 06:27:00,2023-05-01 07:16:00,2023-05-01 07:16:00,instagram,retargeting
u010088,2023-05-01 07:10:00,2023-05-01 07:56:00,2023-05-01 07:56:00,instagram,retargeting
u010089,2023-05-01 10:51:00,2023-05-01 10:53:00,2023-05-01 10:53:00,instagram,retargeting
u010090,2023-05-01 19:24:00,2023-05-01 19:24:00,2023-05-01 19:24:00,instagram,retargeting
u010091,2023-05-01 05:12:00,2023-05-01 05:33:00,2023-05-01 05:33:00,instagram,retargeting
u010092,2023-05-01 08:33:00,2023-05-01 09:31:00,2023-05-01 09:31:00,twitter,new_user_promo
u010093,2023-05-01 05:59:00,2023-05-01 06:21:00,2023-05-01 06:21:00,twitter,new_user_promo
u010094,2023-05-01 15:46:00,2023-05-01 15:58:00,2023-05-01 15:58:00,twitter,summer_sale
u010095,2023-05-01 21:59:00,2023-05-01 22:02:00,2023-05-01 22:02:00,twitter,summer_sale
u010096,2023-05-01 13:21:00,2023-05-01 13:45:00,2023-05-01 13:45:00,twitter,summer_sale
u010097,2023-05-01 05:13:00,2023-05-01 06:13:00,2023-05-01 06:13:00,twitter,holiday_special
u010098,2023-05-01 09:57:00,2023-05-01 10:29:00,2023-05-01 10:29:00,twitter,holiday_special
u010099,2023-05-01 02:10:00,2023-05-01 02:24:00,2023-05-01 02:24:00,twitter,brand_awareness
u010100,2023-05-01 06:16:00,2023-05-01 06:56:00,2023-05-01 06:56:00,twitter,retargeting
u010101,2023-05-01 06:38:00,2023-05-01 06:59:00,2023-05-01 06:59:00,twitter,retargeting
u010102,2023-05-01 22:27:00,2023-05-01 23:13:00,2023-05-01 23:13:00,twitter,retargeting
u010103,2023-05-01 14:58:00,2023-05-01 14:59:00,2023-05-01 14:59:00,twitter,retargeting
u010104,2023-05-01 15:02:00,2023-05-01 15:06:00,2023-05-01 15:06:00,affiliate,new_user_promo
u010105,2023-05-01 08:23:00,2023-05-01 09:01:00,2023-05-01 09:01:00,affiliate,new_user_promo
u010106,2023-05-01 18:02:00,2023-05-01 18:20:00,2023-05-01 18:20:00,affiliate,summer_sale
